Product_ID,Product_Name,Category,Warehouse,Location,Quantity,Price,Supplier,stock_status,Last_Restocked,Total_inventory
1189, widget c ,Electronic,Warehouse 1,Aisle 4,300,29.99,Supplier C,Low Stock,11-08-2023,8997.00 
1224, gadget z ,Toys,Warehouse 3,Aisle 1,150,29.99,Supplier C,In Stock,12-08-2023,4498.50 
1384, gadget z ,Toys,Warehouse 2,Aisle 5,50,29.99,Supplier C,Out of Stock,13-08-2023,1499.50 
1376, gadget z ,Toys,Warehouse 3,Aisle 1,50,29.99,Supplier D,Out of Stock,14-08-2023,1499.50 
1282, widget a ,Toys,Warehouse 2,Aisle 5,200,9.99,Supplier A,Out of Stock,15-08-2023,1998.00 
1957, widget c ,Electronic,Warehouse 3,Aisle 5,100,NaN,Supplier D,Out of Stock,16-08-2023,NULL
1632, widget c ,Electronic,Warehouse 1,Aisle 5,150,NaN,Supplier B,Low Stock,17-08-2023,NULL
1627, gadget y ,Cloths,Warehouse 2,Aisle 4,50,29.99,Supplier A,Low Stock,18-08-2023,1499.50 
1972, gadget x ,Furniture,Warehouse 3,Aisle 1,50,9.99,Supplier C,In Stock,19-08-2023,499.50 
1744, gadget z ,Toys,Warehouse 1,Aisle 1,150,29.99,Supplier D,In Stock,20-08-2023,4498.50 
1258, widget b ,Cloths,Warehouse 1,Aisle 4,300,9.99,Supplier D,In Stock,21-08-2023,2997.00 
1358, gadget x ,Furniture,Warehouse 3,Aisle 3,300,29.99,Supplier B,Low Stock,22-08-2023,8997.00 
1709, gadget x ,Furniture,Warehouse 2,Aisle 2,100,19.99,Supplier B,Out of Stock,23-08-2023,1999.00 
1455, widget c ,Electronic,Warehouse 2,Aisle 1,200,19.99,Supplier D,In Stock,24-08-2023,3998.00 
1410, gadget x ,Furniture,Warehouse 1,Aisle 2,50,49.99,Supplier B,Out of Stock,25-08-2023,2499.50 
1648, gadget z ,Toys,Warehouse 2,Aisle 4,200,29.99,Supplier C,In Stock,26-08-2023,5998.00 
1317, gadget z ,Toys,Warehouse 2,Aisle 3,300,NaN,Supplier B,In Stock,27-08-2023,NULL
1676, widget a ,Toys,Warehouse 2,Aisle 3,300,49.99,Supplier B,In Stock,28-08-2023,14997.00 
1224, gadget z ,Toys,Warehouse 1,Aisle 3,NaN,19.99,Supplier D,In Stock,29-08-2023,NULL
1818, gadget z ,Toys,Warehouse 3,Aisle 4,100,29.99,Supplier D,In Stock,30-08-2023,2999.00 
1233, widget c ,Electronic,Warehouse 2,Aisle 5,NaN,49.99,Supplier A,Out of Stock,31-08-2023,NULL
1683, gadget z ,Toys,Warehouse 1,Aisle 5,NaN,29.99,Supplier A,In Stock,01-09-2023,NULL
1663, widget a ,Toys,Warehouse 1,Aisle 2,NaN,19.99,Supplier D,Out of Stock,02-09-2023,NULL
1974, widget b ,Cloths,Warehouse 3,Aisle 5,100,49.99,Supplier B,Low Stock,03-09-2023,4999.00 
1826, widget c ,Electronic,Warehouse 2,Aisle 5,100,19.99,Supplier B,In Stock,04-09-2023,1999.00 
1373, widget b ,Cloths,Warehouse 2,Aisle 3,150,9.99,Supplier A,Out of Stock,05-09-2023,1498.50 
1671, widget c ,Electronic,Warehouse 3,Aisle 3,200,19.99,Supplier A,Low Stock,06-09-2023,3998.00 
1607, gadget y ,Cloths,Warehouse 3,Aisle 2,200,29.99,Supplier A,Low Stock,07-09-2023,5998.00 
1471, gadget x ,Furniture,Warehouse 1,Aisle 1,150,NaN,Supplier C,Low Stock,08-09-2023,NULL
1232, gadget y ,Cloths,Warehouse 1,Aisle 2,150,19.99,Supplier C,Out of Stock,09-09-2023,2998.50 
1691, gadget z ,Toys,Warehouse 3,Aisle 2,300,NaN,Supplier A,In Stock,10-09-2023,NULL
1112, widget b ,Cloths,Warehouse 2,Aisle 4,NaN,9.99,Supplier B,In Stock,11-09-2023,NULL
1829, gadget z ,Toys,Warehouse 1,Aisle 4,150,49.99,Supplier A,Out of Stock,12-09-2023,7498.50 
1496, gadget x ,Furniture,Warehouse 1,Aisle 2,50,49.99,Supplier C,In Stock,13-09-2023,2499.50 
1441, widget c ,Electronic,Warehouse 2,Aisle 2,200,NaN,Supplier B,Out of Stock,14-09-2023,NULL
1563, gadget x ,Furniture,Warehouse 1,Aisle 2,150,49.99,Supplier C,In Stock,15-09-2023,7498.50 
1267, widget a ,Toys,Warehouse 2,Aisle 5,50,19.99,Supplier B,Low Stock,16-09-2023,999.50 
1509, gadget x ,Furniture,Warehouse 2,Aisle 4,50,NaN,Supplier C,In Stock,17-09-2023,NULL
1806, widget a ,Toys,Warehouse 2,Aisle 2,50,29.99,Supplier B,Out of Stock,18-09-2023,1499.50 
1385, gadget x ,Furniture,Warehouse 3,Aisle 3,300,19.99,Supplier B,Out of Stock,19-09-2023,5997.00 
1386, widget a ,Toys,Warehouse 3,Aisle 3,300,19.99,Supplier B,Low Stock,20-09-2023,5997.00 
1112, widget b ,Cloths,Warehouse 3,Aisle 5,50,19.99,Supplier B,Out of Stock,21-09-2023,999.50 
1612, gadget z ,Toys,Warehouse 2,Aisle 5,300,29.99,Supplier D,In Stock,22-09-2023,8997.00 
1624, gadget z ,Toys,Warehouse 2,Aisle 1,NaN,9.99,Supplier C,In Stock,23-09-2023,NULL
1951, gadget y ,Cloths,Warehouse 3,Aisle 1,50,49.99,Supplier C,Low Stock,24-09-2023,2499.50 
1080, gadget z ,Toys,Warehouse 1,Aisle 1,NaN,NaN,Supplier D,Out of Stock,25-09-2023,NULL
1698, widget c ,Electronic,Warehouse 2,Aisle 5,NaN,9.99,Supplier B,Low Stock,26-09-2023,NULL
1112, gadget x ,Furniture,Warehouse 1,Aisle 5,50,NaN,Supplier B,In Stock,27-09-2023,NULL
1001, gadget y ,Cloths,Warehouse 1,Aisle 5,200,49.99,Supplier C,Low Stock,28-09-2023,9998.00 
1641, widget c ,Electronic,Warehouse 2,Aisle 3,50,29.99,Supplier D,Out of Stock,29-09-2023,1499.50 
1219, widget c ,Electronic,Warehouse 2,Aisle 5,50,19.99,Supplier B,Low Stock,30-09-2023,999.50 
1565, widget a ,Toys,Warehouse 1,Aisle 3,300,19.99,Supplier B,Out of Stock,01-10-2023,5997.00 
1854, gadget z ,Toys,Warehouse 1,Aisle 1,50,29.99,Supplier B,Out of Stock,02-10-2023,1499.50 
1996, widget b ,Cloths,Warehouse 3,Aisle 1,200,9.99,Supplier A,In Stock,03-10-2023,1998.00 
1735, widget b ,Cloths,Warehouse 3,Aisle 1,300,9.99,Supplier D,In Stock,04-10-2023,2997.00 
1224, gadget y ,Cloths,Warehouse 2,Aisle 2,100,NaN,Supplier B,In Stock,05-10-2023,NULL
1384, widget b ,Cloths,Warehouse 3,Aisle 2,100,29.99,Supplier A,Out of Stock,06-10-2023,2999.00 
1402, gadget x ,Furniture,Warehouse 3,Aisle 4,NaN,9.99,Supplier D,Low Stock,07-10-2023,NULL
1637, widget b ,Cloths,Warehouse 3,Aisle 4,NaN,29.99,Supplier B,Out of Stock,08-10-2023,NULL
1129, gadget y ,Cloths,Warehouse 3,Aisle 4,200,49.99,Supplier C,In Stock,09-10-2023,9998.00 
1052, widget b ,Cloths,Warehouse 1,Aisle 2,150,19.99,Supplier A,In Stock,10-10-2023,2998.50 
1683, gadget x ,Furniture,Warehouse 2,Aisle 2,100,19.99,Supplier A,Low Stock,11-10-2023,1999.00 
1729, widget a ,Toys,Warehouse 3,Aisle 4,NaN,19.99,Supplier B,In Stock,12-10-2023,NULL
1671, gadget y ,Cloths,Warehouse 1,Aisle 4,100,29.99,Supplier B,In Stock,13-10-2023,2999.00 
1709, widget a ,Toys,Warehouse 1,Aisle 5,200,29.99,Supplier A,In Stock,14-10-2023,5998.00 
1415, widget a ,Toys,Warehouse 1,Aisle 4,200,NaN,Supplier C,Low Stock,15-10-2023,NULL
1246, widget a ,Toys,Warehouse 3,Aisle 5,150,19.99,Supplier C,Out of Stock,16-10-2023,2998.50 
1835, widget c ,Electronic,Warehouse 3,Aisle 3,150,NaN,Supplier D,In Stock,17-10-2023,NULL
1438, gadget z ,Toys,Warehouse 2,Aisle 2,300,19.99,Supplier B,Low Stock,18-10-2023,5997.00 
1202, widget c ,Electronic,Warehouse 3,Aisle 4,200,NaN,Supplier C,In Stock,19-10-2023,NULL
1183, gadget z ,Toys,Warehouse 3,Aisle 2,NaN,NaN,Supplier D,Low Stock,20-10-2023,NULL
1122, widget a ,Toys,Warehouse 1,Aisle 2,100,49.99,Supplier C,In Stock,21-10-2023,4999.00 
1400, gadget y ,Cloths,Warehouse 2,Aisle 2,50,NaN,Supplier B,Low Stock,22-10-2023,NULL
1766, gadget z ,Toys,Warehouse 3,Aisle 3,150,29.99,Supplier D,In Stock,23-10-2023,4498.50 
1293, gadget x ,Furniture,Warehouse 3,Aisle 1,50,NaN,Supplier D,Out of Stock,24-10-2023,NULL
1279, gadget x ,Furniture,Warehouse 1,Aisle 4,NaN,19.99,Supplier D,In Stock,25-10-2023,NULL
1836, widget b ,Cloths,Warehouse 1,Aisle 1,150,NaN,Supplier C,Low Stock,26-10-2023,NULL
1883, gadget z ,Toys,Warehouse 3,Aisle 1,50,9.99,Supplier B,In Stock,27-10-2023,499.50 
1609, gadget y ,Cloths,Warehouse 2,Aisle 1,NaN,19.99,Supplier D,Out of Stock,28-10-2023,NULL
1197, widget c ,Electronic,Warehouse 2,Aisle 2,100,9.99,Supplier A,In Stock,29-10-2023,999.00 
1981, widget a ,Toys,Warehouse 1,Aisle 5,NaN,19.99,Supplier B,Low Stock,30-10-2023,NULL
1906, widget b ,Cloths,Warehouse 1,Aisle 2,300,29.99,Supplier A,Low Stock,31-10-2023,8997.00 
1510, gadget x ,Furniture,Warehouse 3,Aisle 2,150,29.99,Supplier A,Out of Stock,01-11-2023,4498.50 
1751, widget c ,Electronic,Warehouse 1,Aisle 1,200,29.99,Supplier D,Low Stock,02-11-2023,5998.00 
1143, widget c ,Electronic,Warehouse 3,Aisle 2,100,9.99,Supplier D,In Stock,03-11-2023,999.00 
1608, widget a ,Toys,Warehouse 2,Aisle 1,50,49.99,Supplier C,In Stock,04-11-2023,2499.50 
1200, gadget z ,Toys,Warehouse 2,Aisle 5,150,19.99,Supplier C,In Stock,05-11-2023,2998.50 
1123, gadget x ,Furniture,Warehouse 3,Aisle 4,200,29.99,Supplier C,Low Stock,06-11-2023,5998.00 
1186, gadget y ,Cloths,Warehouse 1,Aisle 1,NaN,19.99,Supplier B,In Stock,07-11-2023,NULL
1325, widget c ,Electronic,Warehouse 2,Aisle 5,200,9.99,Supplier C,In Stock,08-11-2023,1998.00 
1463, widget a ,Toys,Warehouse 1,Aisle 4,150,49.99,Supplier A,In Stock,09-11-2023,7498.50 
1348, gadget y ,Cloths,Warehouse 2,Aisle 3,150,9.99,Supplier C,Out of Stock,10-11-2023,1498.50 
1770, gadget z ,Toys,Warehouse 3,Aisle 1,300,19.99,Supplier D,Low Stock,11-11-2023,5997.00 
1659, gadget x ,Furniture,Warehouse 3,Aisle 1,300,49.99,Supplier C,Low Stock,12-11-2023,14997.00 
1763, gadget z ,Toys,Warehouse 3,Aisle 3,200,49.99,Supplier B,Low Stock,13-11-2023,9998.00 
1954, widget c ,Electronic,Warehouse 2,Aisle 3,NaN,9.99,Supplier B,Out of Stock,14-11-2023,NULL
1931, gadget y ,Cloths,Warehouse 1,Aisle 1,200,29.99,Supplier A,Low Stock,15-11-2023,5998.00 
1402, gadget y ,Cloths,Warehouse 1,Aisle 3,150,19.99,Supplier B,Out of Stock,16-11-2023,2998.50 
1345, gadget y ,Cloths,Warehouse 1,Aisle 2,150,NaN,Supplier C,Out of Stock,17-11-2023,NULL
1962, widget c ,Electronic,Warehouse 2,Aisle 4,50,NaN,Supplier D,Low Stock,18-11-2023,NULL
1510, widget c ,Electronic,Warehouse 2,Aisle 4,300,9.99,Supplier B,In Stock,19-11-2023,2997.00 
1146, gadget z ,Toys,Warehouse 2,Aisle 4,50,19.99,Supplier A,In Stock,20-11-2023,999.50 
1147, widget b ,Cloths,Warehouse 2,Aisle 2,100,19.99,Supplier C,Low Stock,21-11-2023,1999.00 
1863, gadget z ,Toys,Warehouse 2,Aisle 3,150,9.99,Supplier A,Low Stock,22-11-2023,1498.50 
1710, gadget x ,Furniture,Warehouse 1,Aisle 5,50,19.99,Supplier B,Out of Stock,23-11-2023,999.50 
1819, widget a ,Toys,Warehouse 2,Aisle 3,200,29.99,Supplier B,Low Stock,24-11-2023,5998.00 
1488, gadget y ,Cloths,Warehouse 2,Aisle 1,300,9.99,Supplier A,Out of Stock,25-11-2023,2997.00 
1928, widget b ,Cloths,Warehouse 1,Aisle 4,300,29.99,Supplier C,Low Stock,26-11-2023,8997.00 
1935, widget a ,Toys,Warehouse 2,Aisle 3,NaN,19.99,Supplier B,In Stock,27-11-2023,NULL
1639, widget b ,Cloths,Warehouse 1,Aisle 5,200,9.99,Supplier D,In Stock,28-11-2023,1998.00 
1550, gadget z ,Toys,Warehouse 1,Aisle 1,NaN,19.99,Supplier B,Low Stock,29-11-2023,NULL
1337, widget c ,Electronic,Warehouse 3,Aisle 2,50,9.99,Supplier C,Out of Stock,30-11-2023,499.50 
1871, gadget y ,Cloths,Warehouse 3,Aisle 2,100,19.99,Supplier B,In Stock,01-12-2023,1999.00 
1640, gadget z ,Toys,Warehouse 3,Aisle 5,200,29.99,Supplier A,Out of Stock,02-12-2023,5998.00 
1778, widget a ,Toys,Warehouse 3,Aisle 1,200,29.99,Supplier B,Low Stock,03-12-2023,5998.00 
1987, widget a ,Toys,Warehouse 2,Aisle 4,200,19.99,Supplier B,Low Stock,04-12-2023,3998.00 
1952, widget a ,Toys,Warehouse 3,Aisle 3,NaN,9.99,Supplier C,In Stock,05-12-2023,NULL
1472, widget a ,Toys,Warehouse 1,Aisle 1,50,NaN,Supplier A,Low Stock,06-12-2023,NULL
1945, widget a ,Toys,Warehouse 2,Aisle 2,200,29.99,Supplier C,In Stock,07-12-2023,5998.00 
1150, widget b ,Cloths,Warehouse 3,Aisle 5,200,29.99,Supplier B,Out of Stock,08-12-2023,5998.00 
1414, gadget z ,Toys,Warehouse 1,Aisle 5,300,NaN,Supplier D,In Stock,09-12-2023,NULL
1989, gadget y ,Cloths,Warehouse 2,Aisle 3,100,19.99,Supplier B,In Stock,10-12-2023,1999.00 
1297, widget c ,Electronic,Warehouse 2,Aisle 5,300,9.99,Supplier C,Out of Stock,11-12-2023,2997.00 
1610, widget c ,Electronic,Warehouse 3,Aisle 5,300,19.99,Supplier D,In Stock,12-12-2023,5997.00 
1262, gadget z ,Toys,Warehouse 2,Aisle 1,100,49.99,Supplier C,In Stock,13-12-2023,4999.00 
1763, gadget z ,Toys,Warehouse 1,Aisle 4,50,29.99,Supplier C,Low Stock,14-12-2023,1499.50 
1143, widget c ,Electronic,Warehouse 2,Aisle 3,300,49.99,Supplier A,Out of Stock,15-12-2023,14997.00 
1345, widget c ,Electronic,Warehouse 1,Aisle 1,50,29.99,Supplier D,In Stock,16-12-2023,1499.50 
1623, widget b ,Cloths,Warehouse 2,Aisle 4,300,29.99,Supplier B,Out of Stock,17-12-2023,8997.00 
1571, gadget x ,Furniture,Warehouse 3,Aisle 1,150,49.99,Supplier C,Out of Stock,18-12-2023,7498.50 
1880, gadget y ,Cloths,Warehouse 1,Aisle 1,100,49.99,Supplier B,In Stock,19-12-2023,4999.00 
1001, widget a ,Toys,Warehouse 2,Aisle 5,300,19.99,Supplier A,Low Stock,20-12-2023,5997.00 
1896, gadget x ,Furniture,Warehouse 2,Aisle 4,150,49.99,Supplier A,Out of Stock,21-12-2023,7498.50 
1303, gadget z ,Toys,Warehouse 2,Aisle 3,NaN,19.99,Supplier D,In Stock,22-12-2023,NULL
1253, widget c ,Electronic,Warehouse 1,Aisle 3,150,19.99,Supplier A,Out of Stock,23-12-2023,2998.50 
1651, gadget x ,Furniture,Warehouse 1,Aisle 4,200,19.99,Supplier A,Low Stock,24-12-2023,3998.00 
1452, gadget y ,Cloths,Warehouse 1,Aisle 5,300,29.99,Supplier B,Low Stock,25-12-2023,8997.00 
1036, gadget z ,Toys,Warehouse 3,Aisle 2,150,29.99,Supplier A,Low Stock,26-12-2023,4498.50 
1159, widget a ,Toys,Warehouse 3,Aisle 1,50,49.99,Supplier A,In Stock,27-12-2023,2499.50 
1008, widget a ,Toys,Warehouse 1,Aisle 5,NaN,29.99,Supplier C,In Stock,28-12-2023,NULL
1232, gadget y ,Cloths,Warehouse 2,Aisle 4,300,49.99,Supplier A,Low Stock,29-12-2023,14997.00 
1098, gadget y ,Cloths,Warehouse 3,Aisle 1,200,29.99,Supplier C,In Stock,30-12-2023,5998.00 
1658, widget c ,Electronic,Warehouse 1,Aisle 3,150,9.99,Supplier A,Low Stock,31-12-2023,1498.50 
1815, widget a ,Toys,Warehouse 2,Aisle 2,NaN,9.99,Supplier A,In Stock,01-01-2024,NULL
1207, gadget z ,Toys,Warehouse 3,Aisle 3,300,49.99,Supplier D,Low Stock,02-01-2024,14997.00 
1130, gadget x ,Furniture,Warehouse 2,Aisle 4,NaN,29.99,Supplier D,Out of Stock,03-01-2024,NULL
1403, gadget z ,Toys,Warehouse 2,Aisle 1,200,29.99,Supplier C,Low Stock,04-01-2024,5998.00 
1151, widget b ,Cloths,Warehouse 2,Aisle 4,150,19.99,Supplier A,Low Stock,05-01-2024,2998.50 
1053, widget b ,Cloths,Warehouse 2,Aisle 1,NaN,NaN,Supplier B,In Stock,06-01-2024,NULL
1119, gadget y ,Cloths,Warehouse 3,Aisle 5,NaN,49.99,Supplier D,In Stock,07-01-2024,NULL
1672, widget c ,Electronic,Warehouse 3,Aisle 2,100,NaN,Supplier B,In Stock,08-01-2024,NULL
1919, widget b ,Cloths,Warehouse 3,Aisle 5,NaN,NaN,Supplier D,In Stock,09-01-2024,NULL
1627, widget a ,Toys,Warehouse 1,Aisle 5,100,49.99,Supplier D,In Stock,10-01-2024,4999.00 
1586, gadget z ,Toys,Warehouse 3,Aisle 4,150,29.99,Supplier A,In Stock,11-01-2024,4498.50 
1624, gadget z ,Toys,Warehouse 2,Aisle 2,300,49.99,Supplier D,Out of Stock,12-01-2024,14997.00 
1967, gadget y ,Cloths,Warehouse 3,Aisle 1,300,NaN,Supplier B,Low Stock,13-01-2024,NULL
1419, gadget x ,Furniture,Warehouse 2,Aisle 1,150,29.99,Supplier D,Low Stock,14-01-2024,4498.50 
1421, gadget y ,Cloths,Warehouse 1,Aisle 3,150,9.99,Supplier C,Low Stock,15-01-2024,1498.50 
1103, gadget x ,Furniture,Warehouse 2,Aisle 1,50,49.99,Supplier A,Out of Stock,16-01-2024,2499.50 
1851, gadget y ,Cloths,Warehouse 2,Aisle 4,150,49.99,Supplier A,Low Stock,17-01-2024,7498.50 
1253, gadget y ,Cloths,Warehouse 2,Aisle 5,NaN,29.99,Supplier C,Out of Stock,18-01-2024,NULL
1226, gadget y ,Cloths,Warehouse 1,Aisle 5,300,9.99,Supplier C,Out of Stock,19-01-2024,2997.00 
1111, gadget x ,Furniture,Warehouse 3,Aisle 5,200,9.99,Supplier C,Out of Stock,20-01-2024,1998.00 
1509, gadget x ,Furniture,Warehouse 3,Aisle 2,300,29.99,Supplier D,Low Stock,21-01-2024,8997.00 
1472, gadget y ,Cloths,Warehouse 1,Aisle 1,100,19.99,Supplier A,Out of Stock,22-01-2024,1999.00 
1098, widget b ,Cloths,Warehouse 2,Aisle 4,300,49.99,Supplier C,Low Stock,23-01-2024,14997.00 
1152, widget c ,Electronic,Warehouse 3,Aisle 2,50,49.99,Supplier D,Low Stock,24-01-2024,2499.50 
1860, widget c ,Electronic,Warehouse 1,Aisle 3,150,NaN,Supplier C,In Stock,25-01-2024,NULL
1913, widget c ,Electronic,Warehouse 3,Aisle 4,150,29.99,Supplier B,In Stock,26-01-2024,4498.50 
1895, gadget x ,Furniture,Warehouse 1,Aisle 4,300,NaN,Supplier B,Out of Stock,27-01-2024,NULL
1877, gadget x ,Furniture,Warehouse 2,Aisle 4,200,NaN,Supplier A,Out of Stock,28-01-2024,NULL
1337, widget b ,Cloths,Warehouse 3,Aisle 5,200,9.99,Supplier D,Low Stock,29-01-2024,1998.00 
1705, widget c ,Electronic,Warehouse 1,Aisle 4,50,49.99,Supplier B,Out of Stock,30-01-2024,2499.50 
1821, widget c ,Electronic,Warehouse 3,Aisle 1,100,NaN,Supplier B,Out of Stock,31-01-2024,NULL
1162, gadget y ,Cloths,Warehouse 3,Aisle 4,300,9.99,Supplier D,Low Stock,01-02-2024,2997.00 
1719, gadget x ,Furniture,Warehouse 3,Aisle 5,150,29.99,Supplier C,Out of Stock,02-02-2024,4498.50 
1956, widget c ,Electronic,Warehouse 3,Aisle 4,300,NaN,Supplier D,Out of Stock,03-02-2024,NULL
1680, gadget z ,Toys,Warehouse 1,Aisle 3,50,49.99,Supplier C,Low Stock,04-02-2024,2499.50 
1995, widget b ,Cloths,Warehouse 2,Aisle 3,NaN,NaN,Supplier B,Low Stock,05-02-2024,NULL
1160, gadget z ,Toys,Warehouse 1,Aisle 5,NaN,29.99,Supplier B,In Stock,06-02-2024,NULL
1579, gadget z ,Toys,Warehouse 1,Aisle 1,50,NaN,Supplier B,Low Stock,07-02-2024,NULL
1800, widget b ,Cloths,Warehouse 1,Aisle 1,150,49.99,Supplier A,In Stock,08-02-2024,7498.50 
1397, gadget z ,Toys,Warehouse 2,Aisle 2,50,9.99,Supplier A,Out of Stock,09-02-2024,499.50 
1276, widget c ,Electronic,Warehouse 3,Aisle 5,150,49.99,Supplier A,Low Stock,10-02-2024,7498.50 
1815, gadget x ,Furniture,Warehouse 3,Aisle 4,200,9.99,Supplier D,Low Stock,11-02-2024,1998.00 
1915, widget b ,Cloths,Warehouse 3,Aisle 5,50,19.99,Supplier B,Low Stock,12-02-2024,999.50 
1503, gadget y ,Cloths,Warehouse 2,Aisle 2,150,49.99,Supplier B,Out of Stock,13-02-2024,7498.50 
1895, gadget z ,Toys,Warehouse 3,Aisle 5,50,49.99,Supplier D,In Stock,14-02-2024,2499.50 
1391, widget b ,Cloths,Warehouse 2,Aisle 5,50,29.99,Supplier A,Out of Stock,15-02-2024,1499.50 
1134, widget a ,Toys,Warehouse 3,Aisle 2,150,NaN,Supplier D,Out of Stock,16-02-2024,NULL
1194, widget a ,Toys,Warehouse 3,Aisle 1,150,9.99,Supplier A,Low Stock,17-02-2024,1498.50 
1400, gadget x ,Furniture,Warehouse 1,Aisle 4,100,9.99,Supplier B,In Stock,18-02-2024,999.00 
1639, widget c ,Electronic,Warehouse 2,Aisle 2,50,29.99,Supplier C,Out of Stock,19-02-2024,1499.50 
1032, gadget x ,Furniture,Warehouse 1,Aisle 3,NaN,29.99,Supplier A,Low Stock,20-02-2024,NULL
1687, gadget x ,Furniture,Warehouse 1,Aisle 1,50,NaN,Supplier B,Out of Stock,21-02-2024,NULL
1459, gadget x ,Furniture,Warehouse 1,Aisle 3,50,NaN,Supplier B,Out of Stock,22-02-2024,NULL
1954, gadget x ,Furniture,Warehouse 2,Aisle 1,150,49.99,Supplier C,Low Stock,23-02-2024,7498.50 
1882, gadget y ,Cloths,Warehouse 2,Aisle 4,50,19.99,Supplier B,Low Stock,24-02-2024,999.50 
1469, gadget y ,Cloths,Warehouse 3,Aisle 4,300,NaN,Supplier B,In Stock,25-02-2024,NULL
1374, widget b ,Cloths,Warehouse 1,Aisle 5,50,29.99,Supplier A,Out of Stock,26-02-2024,1499.50 
1021, widget a ,Toys,Warehouse 3,Aisle 3,300,NaN,Supplier A,Low Stock,27-02-2024,NULL
1749, gadget x ,Furniture,Warehouse 1,Aisle 1,NaN,9.99,Supplier C,Low Stock,28-02-2024,NULL
1669, widget b ,Cloths,Warehouse 2,Aisle 4,150,19.99,Supplier C,In Stock,29-02-2024,2998.50 
1037, widget a ,Toys,Warehouse 2,Aisle 2,50,49.99,Supplier B,In Stock,01-03-2024,2499.50 
1229, gadget z ,Toys,Warehouse 2,Aisle 4,300,9.99,Supplier A,Low Stock,02-03-2024,2997.00 
1364, widget c ,Electronic,Warehouse 1,Aisle 2,300,9.99,Supplier C,In Stock,03-03-2024,2997.00 
1562, gadget y ,Cloths,Warehouse 2,Aisle 1,300,19.99,Supplier C,Low Stock,04-03-2024,5997.00 
1437, gadget z ,Toys,Warehouse 1,Aisle 4,200,49.99,Supplier D,Out of Stock,05-03-2024,9998.00 
1775, widget a ,Toys,Warehouse 3,Aisle 4,100,29.99,Supplier C,In Stock,06-03-2024,2999.00 
1282, gadget z ,Toys,Warehouse 1,Aisle 1,NaN,49.99,Supplier B,Out of Stock,07-03-2024,NULL
1026, widget c ,Electronic,Warehouse 3,Aisle 4,50,NaN,Supplier A,Out of Stock,08-03-2024,NULL
1225, widget a ,Toys,Warehouse 1,Aisle 2,200,9.99,Supplier C,Out of Stock,09-03-2024,1998.00 
1276, gadget z ,Toys,Warehouse 3,Aisle 4,50,NaN,Supplier D,Low Stock,10-03-2024,NULL
1797, gadget y ,Cloths,Warehouse 2,Aisle 3,50,29.99,Supplier A,Out of Stock,11-03-2024,1499.50 
1608, gadget y ,Cloths,Warehouse 3,Aisle 5,150,NaN,Supplier C,Out of Stock,12-03-2024,NULL
1283, widget b ,Cloths,Warehouse 2,Aisle 2,150,49.99,Supplier D,Out of Stock,13-03-2024,7498.50 
1878, gadget z ,Toys,Warehouse 2,Aisle 3,150,NaN,Supplier C,Low Stock,14-03-2024,NULL
1959, gadget x ,Furniture,Warehouse 3,Aisle 1,200,29.99,Supplier A,Out of Stock,15-03-2024,5998.00 
1480, gadget z ,Toys,Warehouse 1,Aisle 2,50,29.99,Supplier A,Out of Stock,16-03-2024,1499.50 
1452, widget a ,Toys,Warehouse 1,Aisle 5,100,29.99,Supplier A,In Stock,17-03-2024,2999.00 
1828, widget a ,Toys,Warehouse 1,Aisle 5,NaN,49.99,Supplier B,Low Stock,18-03-2024,NULL
1815, gadget z ,Toys,Warehouse 1,Aisle 1,150,29.99,Supplier C,Out of Stock,19-03-2024,4498.50 
1658, widget c ,Electronic,Warehouse 1,Aisle 1,150,9.99,Supplier B,In Stock,20-03-2024,1498.50 
1515, gadget y ,Cloths,Warehouse 2,Aisle 2,50,29.99,Supplier A,Low Stock,21-03-2024,1499.50 
1546, widget a ,Toys,Warehouse 1,Aisle 4,50,NaN,Supplier D,Low Stock,22-03-2024,NULL
1191, gadget y ,Cloths,Warehouse 2,Aisle 1,200,NaN,Supplier C,Low Stock,23-03-2024,NULL
1048, widget a ,Toys,Warehouse 2,Aisle 4,200,NaN,Supplier B,Low Stock,24-03-2024,NULL
1511, widget b ,Cloths,Warehouse 2,Aisle 3,150,49.99,Supplier C,Low Stock,25-03-2024,7498.50 
1016, gadget x ,Furniture,Warehouse 3,Aisle 5,50,NaN,Supplier D,Low Stock,26-03-2024,NULL
1171, widget a ,Toys,Warehouse 3,Aisle 4,100,49.99,Supplier B,Out of Stock,27-03-2024,4999.00 
1219, gadget y ,Cloths,Warehouse 2,Aisle 5,NaN,49.99,Supplier A,Out of Stock,28-03-2024,NULL
1157, widget b ,Cloths,Warehouse 3,Aisle 4,50,29.99,Supplier B,Out of Stock,29-03-2024,1499.50 
1476, widget a ,Toys,Warehouse 1,Aisle 3,50,9.99,Supplier C,Out of Stock,30-03-2024,499.50 
1045, widget c ,Electronic,Warehouse 1,Aisle 1,300,29.99,Supplier C,In Stock,31-03-2024,8997.00 
1372, gadget x ,Furniture,Warehouse 2,Aisle 3,200,29.99,Supplier C,Out of Stock,01-04-2024,5998.00 
1517, widget a ,Toys,Warehouse 1,Aisle 1,NaN,49.99,Supplier C,Low Stock,02-04-2024,NULL
1098, widget b ,Cloths,Warehouse 2,Aisle 1,150,49.99,Supplier A,Out of Stock,03-04-2024,7498.50 
