Month,City,Cuisine,Orders,Revenue,Avg_Order_Value,Avg_Delivery_Time_Min,Cancellation_Rate,Avg_Rider_Rating
2024-05,Pune,Fast Food,2728,1072044.01,392.91,36.9,0.024,4.46
2024-05,Hyderabad,North Indian,2506,904211.16,360.69,36.7,0.037,4.74
2024-05,Hyderabad,South Indian,1763,664585.92,376.92,30.5,0.045,4.77
2024-05,Hyderabad,Chinese,2115,816014.19,385.71,32.9,0.021,4.46
2024-05,Hyderabad,Italian,1093,330984.13,302.75,32.7,0.049,4.42
2024-05,Hyderabad,Fast Food,3047,860601.01,282.41,36.0,0.03,4.53
2024-05,Chennai,North Indian,2459,768096.46,312.35,33.0,0.038,4.34
2024-05,Chennai,South Indian,1852,680920.5,367.51,31.8,0.026,4.29
2024-05,Chennai,Chinese,2274,881683.81,387.62,34.8,0.037,4.43
2024-05,Chennai,Italian,1395,433817.11,310.93,35.8,0.031,4.71
2024-05,Chennai,Fast Food,2938,1039638.44,353.83,36.1,0.046,4.68
2024-06,Mumbai,North Indian,3430,1289466.19,375.9,38.0,0.023,4.32
2024-06,Mumbai,South Indian,2498,779501.87,312.01,28.1,0.028,4.41
2024-06,Mumbai,Chinese,2894,1080635.03,373.31,29.0,0.04,4.72
2024-06,Mumbai,Italian,1710,652242.75,381.31,29.0,0.04,4.75
2024-06,Mumbai,Fast Food,4328,1552084.93,358.6,36.8,0.032,4.76
2024-06,Delhi,North Indian,3368,1131390.44,335.92,37.0,0.029,4.33
2024-06,Delhi,South Indian,2323,839920.98,361.56,36.7,0.039,4.44
2024-06,Delhi,Chinese,3001,1184823.87,394.77,35.9,0.024,4.4
2024-06,Delhi,Italian,1501,482972.3,321.67,28.4,0.03,4.51
2024-06,Delhi,Fast Food,3938,1244616.64,316.02,36.3,0.036,4.67
2024-06,Bangalore,North Indian,2853,861028.18,301.76,31.9,0.032,4.71
2024-06,Bangalore,South Indian,2374,989052.34,416.49,31.3,0.045,4.79
2024-06,Bangalore,Chinese,2496,899663.68,360.39,32.1,0.033,4.76
2024-06,Bangalore,Italian,1571,544873.55,346.7,29.2,0.024,4.74
2024-06,Bangalore,Fast Food,3480,1361294.15,391.16,33.4,0.039,4.29
2024-06,Pune,North Indian,2559,780327.05,304.82,31.3,0.04,4.37
2024-06,Pune,South Indian,1770,722897.43,408.34,36.0,0.035,4.47
2024-06,Pune,Chinese,2181,640826.97,293.7,34.9,0.048,4.6
2024-06,Pune,Italian,1132,369946.93,326.62,31.2,0.037,4.36
2024-06,Pune,Fast Food,2729,819382.89,300.17,33.4,0.05,4.27
2024-06,Hyderabad,North Indian,2394,751045.68,313.68,36.9,0.038,4.69
2024-06,Hyderabad,South Indian,1921,682613.38,355.31,37.1,0.028,4.34
2024-06,Hyderabad,Chinese,2356,963356.47,408.81,36.9,0.044,4.33
2024-06,Hyderabad,Italian,1193,362932.08,304.13,37.2,0.04,4.45
2024-06,Hyderabad,Fast Food,2555,744846.18,291.46,32.6,0.036,4.28
2024-06,Chennai,North Indian,2788,1105256.08,396.3,33.8,0.027,4.25
2024-06,Chennai,South Indian,1898,747138.44,393.63,33.9,0.026,4.46
2024-06,Chennai,Chinese,2375,719903.86,303.0,32.5,0.028,4.31
2024-06,Chennai,Italian,1389,392837.3,282.69,37.6,0.028,4.79
2024-06,Chennai,Fast Food,2972,1172007.88,394.23,34.2,0.024,4.27
2024-07,Mumbai,North Indian,3505,1264225.65,360.61,28.9,0.026,4.45
2024-07,Mumbai,South Indian,2450,983152.25,401.25,34.1,0.05,4.24
2024-07,Mumbai,Chinese,2914,1019839.82,349.92,38.0,0.049,4.35
2024-07,Mumbai,Italian,1654,680770.04,411.37,36.7,0.037,4.33
2024-07,Mumbai,Fast Food,4362,1539052.8,352.82,28.2,0.042,4.65
2024-07,Delhi,North Indian,3160,974287.82,308.26,36.0,0.048,4.62
2024-07,Delhi,South Indian,2427,761068.65,313.54,28.3,0.038,4.59
2024-07,Delhi,Chinese,2699,1051166.44,389.36,29.2,0.022,4.72
2024-07,Delhi,Italian,1653,626539.04,378.81,35.8,0.028,4.68
2024-07,Delhi,Fast Food,3780,1384609.22,366.26,29.8,0.023,4.24
2024-07,Bangalore,North Indian,3141,1046856.27,333.23,34.3,0.043,4.56
2024-07,Bangalore,South Indian,1998,723787.29,362.1,29.4,0.033,4.33
2024-07,Bangalore,Chinese,2770,1048721.38,378.53,30.3,0.047,4.53
2024-07,Bangalore,Italian,1597,534603.56,334.69,35.2,0.04,4.65
2024-07,Bangalore,Fast Food,3619,1448119.15,400.14,35.3,0.046,4.77
2024-07,Pune,North Indian,2383,994609.08,417.38,32.8,0.035,4.41
2024-07,Pune,South Indian,1680,563955.85,335.68,36.7,0.04,4.71
2024-07,Pune,Chinese,1897,618243.57,325.87,33.4,0.038,4.65
2024-07,Pune,Italian,1224,436199.13,356.32,32.6,0.045,4.57
2024-07,Pune,Fast Food,2674,956863.78,357.76,34.6,0.035,4.54
2024-07,Hyderabad,North Indian,2370,916619.23,386.72,31.2,0.023,4.65
2024-07,Hyderabad,South Indian,1900,716865.89,377.21,28.2,0.038,4.61
2024-07,Hyderabad,Chinese,2100,598496.09,284.9,32.3,0.033,4.46
2024-07,Hyderabad,Italian,1332,444580.47,333.59,30.2,0.024,4.46
2024-07,Hyderabad,Fast Food,2792,889449.98,318.47,32.4,0.035,4.49
2024-07,Chennai,North Indian,2563,873875.22,340.91,28.2,0.036,4.55
2024-07,Chennai,South Indian,1939,556937.41,287.08,30.7,0.037,4.28
2024-07,Chennai,Chinese,2174,715034.77,328.87,36.5,0.039,4.74
2024-07,Chennai,Italian,1229,501305.46,407.67,32.4,0.022,4.27
2024-07,Chennai,Fast Food,3000,1228444.7,409.47,30.0,0.047,4.56
2024-08,Mumbai,North Indian,3525,1291432.42,366.3,34.5,0.022,4.53
2024-08,Mumbai,South Indian,2625,872150.4,332.18,35.7,0.039,4.35
2024-08,Mumbai,Chinese,2889,1198070.11,414.58,28.8,0.041,4.54
2024-08,Mumbai,Italian,1756,604181.47,343.95,32.0,0.049,4.46
2024-08,Mumbai,Fast Food,4483,1875016.09,418.24,30.8,0.04,4.74
2024-08,Delhi,North Indian,3308,1178188.46,356.13,36.1,0.048,4.32
2024-08,Delhi,South Indian,2603,1046173.18,401.91,28.6,0.028,4.33
2024-08,Delhi,Chinese,2908,1121340.1,385.49,29.2,0.035,4.71
2024-08,Delhi,Italian,1555,474683.16,305.17,33.8,0.042,4.48
2024-08,Delhi,Fast Food,3799,1506120.84,396.41,33.1,0.038,4.36
2024-08,Bangalore,North Indian,3070,1027010.53,334.43,32.2,0.05,4.34
2024-08,Bangalore,South Indian,2323,899010.83,387.0,33.5,0.028,4.34
2024-08,Bangalore,Chinese,2559,985307.4,385.01,30.6,0.03,4.44
2024-08,Bangalore,Italian,1496,441379.35,294.9,32.5,0.049,4.63
2024-08,Bangalore,Fast Food,3595,1224759.07,340.68,37.6,0.026,4.47
2024-08,Pune,North Indian,2382,935586.22,392.64,32.4,0.038,4.75
2024-08,Pune,South Indian,1773,528938.07,298.33,28.4,0.03,4.75
2024-08,Pune,Chinese,1936,666346.86,344.17,31.9,0.031,4.67
2024-08,Pune,Italian,1205,429142.97,355.92,32.7,0.026,4.52
2024-08,Pune,Fast Food,2930,1055869.24,360.34,31.3,0.037,4.3
2024-08,Hyderabad,North Indian,2615,764291.69,292.24,32.8,0.042,4.39
2024-08,Hyderabad,South Indian,1889,787168.8,416.56,37.8,0.04,4.37
2024-08,Hyderabad,Chinese,2047,581280.87,283.94,34.9,0.043,4.65
2024-08,Hyderabad,Italian,1260,429323.62,340.52,34.6,0.021,4.44
2024-08,Hyderabad,Fast Food,2985,1117891.95,374.48,31.9,0.03,4.71
2024-08,Chennai,North Indian,2472,769860.42,311.34,37.9,0.037,4.49
2024-08,Chennai,South Indian,1877,639344.65,340.54,29.9,0.045,4.61
2024-08,Chennai,Chinese,2345,859628.41,366.48,29.4,0.049,4.59
2024-08,Chennai,Italian,1319,455756.04,345.28,31.3,0.029,4.76
2024-08,Chennai,Fast Food,3023,1122174.08,371.12,34.8,0.039,4.49
2024-09,Mumbai,North Indian,3624,1017831.96,280.8,31.8,0.04,4.43
2024-09,Mumbai,South Indian,2691,1053344.43,391.35,35.9,0.045,4.67
2024-09,Mumbai,Chinese,2611,966816.88,370.25,36.1,0.05,4.38
2024-09,Mumbai,Italian,1746,558662.78,319.88,31.3,0.035,4.26
2024-09,Mumbai,Fast Food,4054,1316294.91,324.69,34.8,0.03,4.69
2024-09,Delhi,North Indian,3115,930247.38,298.57,37.9,0.022,4.43
2024-09,Delhi,South Indian,2406,716766.99,297.84,34.1,0.046,4.55
2024-09,Delhi,Chinese,2844,831280.6,292.22,33.8,0.042,4.7
2024-09,Delhi,Italian,1581,593429.97,375.16,32.7,0.033,4.23
2024-09,Delhi,Fast Food,4140,1532754.66,370.16,33.4,0.028,4.61
2024-09,Bangalore,North Indian,3114,1025567.63,329.28,29.1,0.041,4.44
2024-09,Bangalore,South Indian,2365,723894.52,305.96,31.4,0.042,4.38
2024-09,Bangalore,Chinese,2772,1084913.46,391.28,33.9,0.044,4.38
2024-09,Bangalore,Italian,1578,643050.09,407.32,35.3,0.025,4.43
2024-09,Bangalore,Fast Food,3899,1405490.82,360.47,31.2,0.024,4.39
2024-09,Pune,North Indian,2236,645897.99,288.82,29.1,0.037,4.57
2024-09,Pune,South Indian,1697,532984.61,314.05,36.8,0.042,4.72
2024-09,Pune,Chinese,1030,348123.59,337.74,53.1,0.147,3.88
2024-09,Pune,Italian,1138,451820.33,397.01,36.3,0.032,4.6
2024-09,Pune,Fast Food,2994,901581.23,301.05,30.0,0.039,4.56
2024-09,Hyderabad,North Indian,2394,764721.56,319.39,29.1,0.03,4.32
2024-09,Hyderabad,South Indian,1928,781269.76,405.13,35.5,0.031,4.78
2024-09,Hyderabad,Chinese,2120,782543.68,369.1,28.4,0.041,4.54
2024-09,Hyderabad,Italian,1327,524486.38,395.16,36.7,0.028,4.27
2024-09,Hyderabad,Fast Food,2952,872190.6,295.45,34.0,0.036,4.21
2024-09,Chennai,North Indian,2651,748266.72,282.24,30.2,0.029,4.57
2024-09,Chennai,South Indian,2018,662966.64,328.41,35.6,0.025,4.39
2024-09,Chennai,Chinese,2400,1001503.65,417.21,32.2,0.041,4.38
2024-09,Chennai,Italian,1345,471577.26,350.52,28.7,0.028,4.35
2024-09,Chennai,Fast Food,3251,1334354.8,410.35,33.9,0.034,4.8
2024-10,Mumbai,North Indian,4085,1435628.62,351.36,31.6,0.022,4.32
2024-10,Mumbai,South Indian,3060,1135795.26,371.11,28.9,0.029,4.61
2024-10,Mumbai,Chinese,3201,1114500.1,348.12,35.1,0.04,4.37
2024-10,Mumbai,Italian,2112,759499.61,359.46,35.8,0.037,4.55
2024-10,Mumbai,Fast Food,4535,1320447.21,291.12,31.2,0.029,4.72
2024-10,Delhi,North Indian,3835,1116492.49,291.08,29.2,0.032,4.2
2024-10,Delhi,South Indian,2591,788178.35,304.15,33.3,0.032,4.46
2024-10,Delhi,Chinese,3638,1429454.59,392.84,33.2,0.044,4.55
2024-10,Delhi,Italian,2052,848631.19,413.52,36.0,0.024,4.46
2024-10,Delhi,Fast Food,4729,1880498.79,397.62,36.0,0.025,4.27
2024-10,Bangalore,North Indian,3421,1264415.94,369.56,33.2,0.032,4.69
2024-10,Bangalore,South Indian,2473,834778.32,337.54,35.5,0.043,4.33
2024-10,Bangalore,Chinese,2899,843072.26,290.78,28.3,0.045,4.37
2024-10,Bangalore,Italian,1839,522153.01,283.84,32.4,0.033,4.33
2024-10,Bangalore,Fast Food,4185,1601637.53,382.67,36.4,0.038,4.21
2024-10,Pune,North Indian,2983,1197771.97,401.52,29.4,0.046,4.57
2024-10,Pune,South Indian,2068,852502.97,412.09,37.5,0.027,4.57
2024-10,Pune,Chinese,1213,351745.76,289.93,50.0,0.155,3.87
2024-10,Pune,Italian,1445,555762.63,384.39,28.7,0.04,4.57
2024-10,Pune,Fast Food,3343,1173844.92,351.13,30.7,0.046,4.32
2024-10,Hyderabad,North Indian,3149,1077004.57,341.98,29.1,0.049,4.21
2024-10,Hyderabad,South Indian,2039,761189.45,373.14,28.6,0.026,4.38
2024-10,Hyderabad,Chinese,2435,1000180.03,410.59,33.8,0.03,4.27
2024-10,Hyderabad,Italian,1378,450811.42,327.05,28.2,0.03,4.62
2024-10,Hyderabad,Fast Food,3213,918099.61,285.68,29.6,0.05,4.48
2024-10,Chennai,North Indian,3012,916884.73,304.37,33.3,0.04,4.58
2024-10,Chennai,South Indian,2355,882937.02,374.86,33.7,0.022,4.56
2024-10,Chennai,Chinese,2608,964754.18,369.88,35.3,0.021,4.71
2024-10,Chennai,Italian,1477,562508.83,380.76,34.9,0.023,4.73
2024-10,Chennai,Fast Food,3560,1248414.46,350.61,35.2,0.042,4.41
2024-11,Mumbai,North Indian,3956,1541923.33,389.68,30.5,0.048,4.22
2024-11,Mumbai,South Indian,2978,952712.26,319.91,36.2,0.021,4.43
2024-11,Mumbai,Chinese,3380,1206594.32,356.93,32.0,0.029,4.44
2024-11,Mumbai,Italian,1892,777025.8,410.69,31.5,0.033,4.74
2024-11,Mumbai,Fast Food,4806,1612560.65,335.47,36.8,0.046,4.56
2024-11,Delhi,North Indian,3510,1160876.67,330.71,30.4,0.023,4.3
2024-11,Delhi,South Indian,2949,1011612.23,342.99,28.7,0.022,4.55
2024-11,Delhi,Chinese,3548,1102674.58,310.76,34.8,0.043,4.25
2024-11,Delhi,Italian,1919,763268.89,397.55,33.3,0.037,4.8
2024-11,Delhi,Fast Food,4305,1558288.39,361.9,35.3,0.047,4.45
2024-11,Bangalore,North Indian,3736,1506879.76,403.28,37.1,0.045,4.49
2024-11,Bangalore,South Indian,2533,821153.66,324.16,34.0,0.029,4.41
2024-11,Bangalore,Chinese,2934,1170053.36,398.73,28.1,0.04,4.35
2024-11,Bangalore,Italian,1762,546487.25,310.12,28.6,0.046,4.8
2024-11,Bangalore,Fast Food,4314,1738236.04,402.88,33.9,0.043,4.71
2024-11,Pune,North Indian,2691,815738.02,303.13,30.2,0.023,4.69
2024-11,Pune,South Indian,2041,654722.85,320.65,37.3,0.033,4.75
2024-11,Pune,Chinese,1237,364749.02,294.82,50.3,0.135,3.94
2024-11,Pune,Italian,1524,437328.11,286.87,36.9,0.036,4.77
2024-11,Pune,Fast Food,3508,1205777.94,343.64,37.6,0.021,4.73
2024-11,Hyderabad,North Indian,3117,1280685.62,410.74,37.2,0.043,4.39
2024-11,Hyderabad,South Indian,2177,690523.6,317.09,33.5,0.042,4.23
2024-11,Hyderabad,Chinese,2501,1007763.27,402.93,35.3,0.041,4.38
2024-11,Hyderabad,Italian,1515,554275.63,365.65,37.6,0.038,4.36
2024-11,Hyderabad,Fast Food,3495,1114858.81,318.9,31.8,0.023,4.44
2024-11,Chennai,North Indian,2954,829616.38,280.76,33.7,0.029,4.72
2024-11,Chennai,South Indian,2276,944256.27,414.8,28.7,0.036,4.5
2024-11,Chennai,Chinese,2713,972412.31,358.32,30.5,0.026,4.42
2024-11,Chennai,Italian,1560,490503.19,314.32,32.5,0.022,4.34
2024-11,Chennai,Fast Food,3730,1220766.14,327.25,28.1,0.032,4.72
2024-12,Mumbai,North Indian,3460,1319210.58,381.24,32.3,0.044,4.33
2024-12,Mumbai,South Indian,2491,841237.01,337.62,35.4,0.043,4.3
2024-12,Mumbai,Chinese,3017,1006713.05,333.68,37.3,0.046,4.29
2024-12,Mumbai,Italian,1762,713219.59,404.69,36.3,0.042,4.43
2024-12,Mumbai,Fast Food,4132,1269885.91,307.32,28.8,0.024,4.56
2024-12,Delhi,North Indian,3229,1314749.99,407.16,32.9,0.037,4.62
2024-12,Delhi,South Indian,2460,1011493.41,411.16,35.0,0.042,4.73
2024-12,Delhi,Chinese,3047,1105071.07,362.66,35.9,0.025,4.33
2024-12,Delhi,Italian,1631,583702.23,357.71,32.7,0.042,4.77
2024-12,Delhi,Fast Food,4468,1261249.46,282.25,29.3,0.029,4.41
2024-12,Bangalore,North Indian,3036,1225239.65,403.5,32.8,0.041,4.6
2024-12,Bangalore,South Indian,2491,993816.26,398.86,30.0,0.041,4.73
2024-12,Bangalore,Chinese,2587,964506.8,372.83,30.0,0.029,4.7
2024-12,Bangalore,Italian,1566,486548.18,310.56,32.6,0.035,4.46
2024-12,Bangalore,Fast Food,3740,1402326.4,374.95,34.3,0.05,4.29
2024-12,Pune,North Indian,2583,935021.85,361.92,30.4,0.038,4.65
2024-12,Pune,South Indian,1719,613012.91,356.6,33.5,0.029,4.51
2024-12,Pune,Chinese,1103,355390.97,322.01,56.0,0.115,3.9
2024-12,Pune,Italian,1216,490408.99,403.1,30.9,0.032,4.67
2024-12,Pune,Fast Food,2741,1151046.63,419.88,36.2,0.023,4.3
2024-12,Hyderabad,North Indian,2610,1002691.06,384.16,32.5,0.044,4.3
2024-12,Hyderabad,South Indian,1721,524587.37,304.73,37.2,0.05,4.25
2024-12,Hyderabad,Chinese,2283,756799.76,331.44,37.4,0.045,4.29
2024-12,Hyderabad,Italian,1384,405684.73,293.07,35.9,0.037,4.3
2024-12,Hyderabad,Fast Food,2888,1159822.6,401.6,35.0,0.04,4.71
2024-12,Chennai,North Indian,2568,928957.63,361.67,32.3,0.046,4.23
2024-12,Chennai,South Indian,1796,708376.15,394.22,30.9,0.04,4.75
2024-12,Chennai,Chinese,2385,812487.68,340.64,33.3,0.028,4.68
2024-12,Chennai,Italian,1260,475864.53,377.61,33.2,0.028,4.53
2024-12,Chennai,Fast Food,3450,1268481.35,367.67,28.7,0.022,4.59
